,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
1207,8,IndiGo,28/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1208,9,Air India,28/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1209,10,Air India,28/01/2022,Bengaluru,Goa,09:30,17:00,1 stop via Mysore,"₹ 5,137"
1210,11,Spicejet,28/01/2022,Bengaluru,Goa,05:45,07:10,Non stop,"₹ 5,807"
1211,12,Air India,28/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,224"
1212,13,Go First,28/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 8,925"
1213,14,Go First,28/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 8,925"
1214,15,Air India,28/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1215,16,Air India,28/01/2022,Bengaluru,Goa,19:10,06:25,1 stop via Mumbai,"₹ 9,064"
1216,17,Go First,28/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 9,241"
1217,18,Vistara,28/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 13,882"
1218,19,Air India,28/01/2022,Bengaluru,Goa,17:50,00:35,1 stop via New Delhi,"₹ 14,524"
1219,0,Go First,29/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1220,1,Go First,29/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 4,337"
1221,2,Go First,29/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 4,337"
1222,3,Go First,29/01/2022,Bengaluru,Goa,05:40,20:35,1 stop via Ahmedabad,"₹ 4,337"
1223,4,Go First,29/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1224,5,Go First,29/01/2022,Bengaluru,Goa,07:20,23:25,1 stop via New Delhi,"₹ 4,337"
1225,6,Go First,29/01/2022,Bengaluru,Goa,22:00,11:30,1 stop via New Delhi,"₹ 4,337"
1226,7,IndiGo,29/01/2022,Bengaluru,Goa,04:35,05:55,Non stop,"₹ 4,338"
1227,8,IndiGo,29/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
1228,9,IndiGo,29/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1229,10,Air India,29/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1230,11,AirAsia,29/01/2022,Bengaluru,Goa,12:50,17:25,1 stop via Hyderabad,"₹ 8,144"
1231,12,AirAsia,29/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 8,144"
1232,13,Air India,29/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,224"
1233,14,Go First,29/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 8,925"
1234,15,Air India,29/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1235,16,Vistara,29/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 13,882"
1236,17,Air India,29/01/2022,Bengaluru,Goa,06:10,13:25,1 stop via New Delhi,"₹ 14,524"
1237,18,Air India,29/01/2022,Bengaluru,Goa,17:50,00:35,1 stop via New Delhi,"₹ 14,524"
1238,0,Spicejet,30/01/2022,Bengaluru,Goa,05:45,07:10,Non stop,"₹ 4,337"
1239,1,Go First,30/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1240,2,Go First,30/01/2022,Bengaluru,Goa,05:40,09:55,1 stop via Ahmedabad,"₹ 4,337"
1241,3,Go First,30/01/2022,Bengaluru,Goa,05:40,09:55,1 stop via Ahmedabad,"₹ 4,337"
1242,4,Go First,30/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 4,337"
1243,5,Go First,30/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 4,337"
1244,6,Go First,30/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1245,7,IndiGo,30/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1246,8,IndiGo,30/01/2022,Bengaluru,Goa,10:10,11:30,Non stop,"₹ 4,338"
1247,9,IndiGo,30/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
1248,10,IndiGo,30/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1249,11,IndiGo,30/01/2022,Bengaluru,Goa,17:10,18:25,Non stop,"₹ 4,338"
1250,12,IndiGo,30/01/2022,Bengaluru,Goa,19:50,21:15,Non stop,"₹ 4,338"
1251,13,Air India,30/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1252,14,Air India,30/01/2022,Bengaluru,Goa,09:30,17:00,1 stop via Mysore,"₹ 4,784"
1253,15,Air India,30/01/2022,Bengaluru,Goa,09:30,17:00,1 stop via Mysore,"₹ 4,784"
1254,16,AirAsia,30/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 6,566"
1255,17,Air India,30/01/2022,Bengaluru,Goa,06:30,17:00,"2 stop via Hyderabad,Mysore","₹ 7,752"
1256,18,Go First,30/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 8,925"
1257,19,Air India,30/01/2022,Bengaluru,Goa,19:10,06:25,1 stop via Mumbai,"₹ 9,064"
1258,20,Vistara,30/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 12,454"
1259,21,Air India,30/01/2022,Bengaluru,Goa,10:25,22:25,"3 stop via New Delhi,Indore,Mumbai","₹ 13,162"
1260,22,Go First,30/01/2022,Bengaluru,Goa,05:30,13:30,1 stop via New Delhi,"₹ 14,390"
1261,23,Air India,30/01/2022,Bengaluru,Goa,06:10,13:25,1 stop via New Delhi,"₹ 14,524"
1262,24,Air India,30/01/2022,Bengaluru,Goa,17:50,00:35,1 stop via New Delhi,"₹ 14,524"
1263,0,Spicejet,31/01/2022,Bengaluru,Goa,05:45,07:10,Non stop,"₹ 4,337"
1264,1,Go First,31/01/2022,Bengaluru,Goa,15:45,17:10,Non stop,"₹ 4,337"
1265,2,Go First,31/01/2022,Bengaluru,Goa,10:50,16:30,1 stop via Mumbai,"₹ 4,337"
1266,3,Go First,31/01/2022,Bengaluru,Goa,06:30,16:30,1 stop via Mumbai,"₹ 4,337"
1267,4,Go First,31/01/2022,Bengaluru,Goa,05:40,20:35,1 stop via Ahmedabad,"₹ 4,337"
1268,5,Go First,31/01/2022,Bengaluru,Goa,16:45,23:25,1 stop via Mumbai,"₹ 4,337"
1269,6,Go First,31/01/2022,Bengaluru,Goa,07:20,23:25,1 stop via New Delhi,"₹ 4,337"
1270,7,IndiGo,31/01/2022,Bengaluru,Goa,06:15,07:35,Non stop,"₹ 4,338"
1271,8,IndiGo,31/01/2022,Bengaluru,Goa,12:45,14:05,Non stop,"₹ 4,338"
1272,9,IndiGo,31/01/2022,Bengaluru,Goa,13:35,14:55,Non stop,"₹ 4,338"
1273,10,Air India,31/01/2022,Bengaluru,Goa,19:00,20:30,Non stop,"₹ 4,339"
1274,11,Air India,31/01/2022,Bengaluru,Goa,09:30,17:00,1 stop via Mysore,"₹ 4,784"
1275,12,AirAsia,31/01/2022,Bengaluru,Goa,07:35,17:25,1 stop via Hyderabad,"₹ 6,566"
1276,13,Air India,31/01/2022,Bengaluru,Goa,07:35,17:00,"2 stop via Hyderabad,Mysore","₹ 7,437"
1277,14,Air India,31/01/2022,Bengaluru,Goa,06:45,20:30,1 stop via Mumbai,"₹ 8,224"
1278,15,Go First,31/01/2022,Bengaluru,Goa,06:30,12:45,1 stop via Mumbai,"₹ 8,925"
1279,16,Air India,31/01/2022,Bengaluru,Goa,06:45,14:45,1 stop via Mumbai,"₹ 9,064"
1280,17,Air India,31/01/2022,Bengaluru,Goa,19:10,06:25,1 stop via Mumbai,"₹ 9,064"
1281,18,Vistara,31/01/2022,Bengaluru,Goa,07:00,13:50,1 stop via New Delhi,"₹ 12,454"
1282,19,Air India,31/01/2022,Bengaluru,Goa,17:50,00:35,1 stop via New Delhi,"₹ 14,524"
1283,0,Go First,25/01/2022,Bengaluru,Ahmedabad,10:50,20:25,1 stop via Mumbai,"₹ 6,017"
1284,1,IndiGo,25/01/2022,Bengaluru,Ahmedabad,02:45,05:00,Non stop,"₹ 6,018"
1285,2,Go First,25/01/2022,Bengaluru,Ahmedabad,05:30,07:40,Non stop,"₹ 6,018"
1286,3,IndiGo,25/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1287,4,IndiGo,25/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1288,5,Go First,25/01/2022,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,018"
1289,6,IndiGo,25/01/2022,Bengaluru,Ahmedabad,20:55,23:10,Non stop,"₹ 6,018"
1290,7,IndiGo,25/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1291,8,IndiGo,25/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1292,9,IndiGo,25/01/2022,Bengaluru,Ahmedabad,08:05,18:30,1 stop via Mumbai,"₹ 6,018"
1293,10,IndiGo,25/01/2022,Bengaluru,Ahmedabad,06:55,18:30,1 stop via Bhopal,"₹ 6,018"
1294,11,IndiGo,25/01/2022,Bengaluru,Ahmedabad,12:40,20:25,1 stop via Mumbai,"₹ 6,018"
1295,12,IndiGo,25/01/2022,Bengaluru,Ahmedabad,17:15,23:50,1 stop via Pune,"₹ 6,018"
1296,13,Air India,25/01/2022,Bengaluru,Ahmedabad,06:45,19:55,1 stop via Mumbai,"₹ 7,660"
1297,14,IndiGo,25/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 9,063"
1298,15,Air India,25/01/2022,Bengaluru,Ahmedabad,10:25,18:50,1 stop via New Delhi,"₹ 9,277"
1299,16,Air India,25/01/2022,Bengaluru,Ahmedabad,05:45,18:50,1 stop via New Delhi,"₹ 9,277"
1300,17,"Vistara, Go First",25/01/2022,Bengaluru,Ahmedabad,09:30,20:25,1 stop via Mumbai,"₹ 9,442"
1301,18,"Go First, IndiGo",25/01/2022,Bengaluru,Ahmedabad,10:50,18:30,1 stop via Mumbai,"₹ 9,545"
1302,19,"Vistara, IndiGo",25/01/2022,Bengaluru,Ahmedabad,09:30,18:30,1 stop via Mumbai,"₹ 9,548"
1303,20,"Star Air, IndiGo",25/01/2022,Bengaluru,Ahmedabad,07:05,18:30,"2 stop via Hyderabad,Mumbai","₹ 9,630"
1304,21,"AirAsia, IndiGo",25/01/2022,Bengaluru,Ahmedabad,07:35,18:30,"2 stop via Hyderabad,Mumbai","₹ 9,632"
1305,22,"AirAsia, IndiGo",25/01/2022,Bengaluru,Ahmedabad,07:35,18:05,1 stop via Hyderabad,"₹ 10,000"
1306,23,"AirAsia, IndiGo",25/01/2022,Bengaluru,Ahmedabad,14:30,23:50,"2 stop via Hyderabad,New Delhi","₹ 10,089"
1307,24,Vistara,25/01/2022,Bengaluru,Ahmedabad,11:30,20:05,1 stop via New Delhi,"₹ 10,669"
1308,0,Go First,26/01/2022,Bengaluru,Ahmedabad,06:30,18:20,1 stop via New Delhi,"₹ 6,017"
1309,1,Go First,26/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
1310,2,Go First,26/01/2022,Bengaluru,Ahmedabad,06:30,19:25,1 stop via Mumbai,"₹ 6,017"
1311,3,Go First,26/01/2022,Bengaluru,Ahmedabad,05:30,19:30,1 stop via Kolkata,"₹ 6,017"
1312,4,Go First,26/01/2022,Bengaluru,Ahmedabad,16:45,00:05,1 stop via Mumbai,"₹ 6,017"
1313,5,Go First,26/01/2022,Bengaluru,Ahmedabad,22:00,02:25,1 stop via Pune,"₹ 6,017"
1314,6,Go First,26/01/2022,Bengaluru,Ahmedabad,17:20,02:25,1 stop via Pune,"₹ 6,017"
1315,7,Go First,26/01/2022,Bengaluru,Ahmedabad,11:50,02:25,1 stop via Pune,"₹ 6,017"
1316,8,Go First,26/01/2022,Bengaluru,Ahmedabad,22:00,07:30,1 stop via New Delhi,"₹ 6,017"
1317,9,Go First,26/01/2022,Bengaluru,Ahmedabad,05:40,07:50,Non stop,"₹ 6,018"
1318,10,IndiGo,26/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1319,11,IndiGo,26/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1320,12,Go First,26/01/2022,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,018"
1321,13,IndiGo,26/01/2022,Bengaluru,Ahmedabad,20:55,23:10,Non stop,"₹ 6,018"
1322,14,IndiGo,26/01/2022,Bengaluru,Ahmedabad,13:05,18:05,1 stop via Hyderabad,"₹ 6,018"
1323,15,IndiGo,26/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1324,16,IndiGo,26/01/2022,Bengaluru,Ahmedabad,08:05,18:30,1 stop via Mumbai,"₹ 6,018"
1325,17,IndiGo,26/01/2022,Bengaluru,Ahmedabad,06:55,18:30,1 stop via Bhopal,"₹ 6,018"
1326,18,Spicejet,26/01/2022,Bengaluru,Ahmedabad,10:20,08:20,1 stop via Pune,"₹ 6,018"
1327,19,IndiGo,26/01/2022,Bengaluru,Ahmedabad,17:15,23:50,1 stop via Pune,"₹ 6,506"
1328,20,Go First,26/01/2022,Bengaluru,Ahmedabad,15:45,22:40,1 stop via Goa,"₹ 8,958"
1329,21,IndiGo,26/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 9,168"
1330,22,Air India,26/01/2022,Bengaluru,Ahmedabad,13:20,18:50,1 stop via New Delhi,"₹ 9,277"
1331,23,"Go First, IndiGo",26/01/2022,Bengaluru,Ahmedabad,10:50,18:30,1 stop via Mumbai,"₹ 9,440"
1332,24,"IndiGo, Go First",26/01/2022,Bengaluru,Ahmedabad,18:00,00:05,1 stop via Mumbai,"₹ 9,440"
1333,25,"IndiGo, Go First",26/01/2022,Bengaluru,Ahmedabad,16:50,00:05,1 stop via Mumbai,"₹ 9,440"
1334,26,"Vistara, Go First",26/01/2022,Bengaluru,Ahmedabad,18:25,00:05,1 stop via Mumbai,"₹ 9,442"
1335,27,"AirAsia, IndiGo",26/01/2022,Bengaluru,Ahmedabad,14:30,23:50,"2 stop via Hyderabad,New Delhi","₹ 10,089"
1336,0,Go First,27/01/2022,Bengaluru,Ahmedabad,07:20,18:20,1 stop via New Delhi,"₹ 6,017"
1337,1,Go First,27/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
1338,2,Go First,27/01/2022,Bengaluru,Ahmedabad,06:30,19:25,1 stop via Mumbai,"₹ 6,017"
1339,3,Go First,27/01/2022,Bengaluru,Ahmedabad,05:30,19:30,1 stop via Kolkata,"₹ 6,017"
1340,4,Go First,27/01/2022,Bengaluru,Ahmedabad,15:45,22:40,1 stop via Goa,"₹ 6,017"
1341,5,Go First,27/01/2022,Bengaluru,Ahmedabad,16:45,00:05,1 stop via Mumbai,"₹ 6,017"
1342,6,Go First,27/01/2022,Bengaluru,Ahmedabad,22:00,02:25,1 stop via Pune,"₹ 6,017"
1343,7,Go First,27/01/2022,Bengaluru,Ahmedabad,17:20,02:25,1 stop via Pune,"₹ 6,017"
1344,8,Go First,27/01/2022,Bengaluru,Ahmedabad,22:00,07:30,1 stop via New Delhi,"₹ 6,017"
1345,9,Go First,27/01/2022,Bengaluru,Ahmedabad,05:40,07:50,Non stop,"₹ 6,018"
1346,10,IndiGo,27/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1347,11,IndiGo,27/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1348,12,Go First,27/01/2022,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,018"
1349,13,IndiGo,27/01/2022,Bengaluru,Ahmedabad,13:05,18:05,1 stop via Hyderabad,"₹ 6,018"
1350,14,IndiGo,27/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1351,15,IndiGo,27/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 6,018"
1352,16,IndiGo,27/01/2022,Bengaluru,Ahmedabad,08:05,18:30,1 stop via Mumbai,"₹ 6,018"
1353,17,IndiGo,27/01/2022,Bengaluru,Ahmedabad,06:55,18:30,1 stop via Bhopal,"₹ 6,018"
1354,18,IndiGo,27/01/2022,Bengaluru,Ahmedabad,06:20,18:40,1 stop via Lucknow,"₹ 6,018"
1355,19,Spicejet,27/01/2022,Bengaluru,Ahmedabad,10:20,08:20,1 stop via Pune,"₹ 6,018"
1356,20,Air India,27/01/2022,Bengaluru,Ahmedabad,13:20,18:50,1 stop via New Delhi,"₹ 9,277"
1357,21,Vistara,27/01/2022,Bengaluru,Ahmedabad,11:30,20:05,1 stop via New Delhi,"₹ 10,491"
1358,0,Go First,28/01/2022,Bengaluru,Ahmedabad,07:20,18:20,1 stop via New Delhi,"₹ 6,017"
1359,1,Go First,28/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
1360,2,Go First,28/01/2022,Bengaluru,Ahmedabad,06:30,19:25,1 stop via Mumbai,"₹ 6,017"
1361,3,Go First,28/01/2022,Bengaluru,Ahmedabad,05:30,19:30,1 stop via Kolkata,"₹ 6,017"
1362,4,Go First,28/01/2022,Bengaluru,Ahmedabad,15:45,22:40,1 stop via Goa,"₹ 6,017"
1363,5,Go First,28/01/2022,Bengaluru,Ahmedabad,16:45,00:05,1 stop via Mumbai,"₹ 6,017"
1364,6,Go First,28/01/2022,Bengaluru,Ahmedabad,22:00,02:25,1 stop via Pune,"₹ 6,017"
1365,7,Go First,28/01/2022,Bengaluru,Ahmedabad,17:20,02:25,1 stop via Pune,"₹ 6,017"
1366,8,Go First,28/01/2022,Bengaluru,Ahmedabad,11:50,02:25,1 stop via Pune,"₹ 6,017"
1367,9,Go First,28/01/2022,Bengaluru,Ahmedabad,22:00,07:30,1 stop via New Delhi,"₹ 6,017"
1368,10,IndiGo,28/01/2022,Bengaluru,Ahmedabad,02:45,05:00,Non stop,"₹ 6,018"
1369,11,Go First,28/01/2022,Bengaluru,Ahmedabad,05:40,07:50,Non stop,"₹ 6,018"
1370,12,IndiGo,28/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1371,13,IndiGo,28/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1372,14,Go First,28/01/2022,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,018"
1373,15,IndiGo,28/01/2022,Bengaluru,Ahmedabad,20:55,23:10,Non stop,"₹ 6,018"
1374,16,IndiGo,28/01/2022,Bengaluru,Ahmedabad,13:05,18:05,1 stop via Hyderabad,"₹ 6,018"
1375,17,IndiGo,28/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1376,18,IndiGo,28/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 6,018"
1377,19,IndiGo,28/01/2022,Bengaluru,Ahmedabad,08:05,18:30,1 stop via Mumbai,"₹ 6,018"
1378,20,IndiGo,28/01/2022,Bengaluru,Ahmedabad,06:55,18:30,1 stop via Bhopal,"₹ 6,018"
1379,21,IndiGo,28/01/2022,Bengaluru,Ahmedabad,16:20,22:15,1 stop via Hyderabad,"₹ 6,018"
1380,22,IndiGo,28/01/2022,Bengaluru,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 6,018"
1381,23,IndiGo,28/01/2022,Bengaluru,Ahmedabad,17:15,23:50,1 stop via Pune,"₹ 6,018"
1382,24,Air India,28/01/2022,Bengaluru,Ahmedabad,13:20,18:50,1 stop via New Delhi,"₹ 9,277"
1383,25,Vistara,28/01/2022,Bengaluru,Ahmedabad,11:30,20:05,1 stop via New Delhi,"₹ 10,491"
1384,0,Go First,29/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
1385,1,Go First,29/01/2022,Bengaluru,Ahmedabad,06:30,19:25,1 stop via Mumbai,"₹ 6,017"
1386,2,Go First,29/01/2022,Bengaluru,Ahmedabad,05:30,19:30,1 stop via Kolkata,"₹ 6,017"
1387,3,Go First,29/01/2022,Bengaluru,Ahmedabad,07:20,21:30,1 stop via New Delhi,"₹ 6,017"
1388,4,Go First,29/01/2022,Bengaluru,Ahmedabad,15:45,22:40,1 stop via Goa,"₹ 6,017"
1389,5,Go First,29/01/2022,Bengaluru,Ahmedabad,16:45,00:05,1 stop via Mumbai,"₹ 6,017"
1390,6,Go First,29/01/2022,Bengaluru,Ahmedabad,22:00,02:25,1 stop via Pune,"₹ 6,017"
1391,7,Go First,29/01/2022,Bengaluru,Ahmedabad,17:20,02:25,1 stop via Pune,"₹ 6,017"
1392,8,Go First,29/01/2022,Bengaluru,Ahmedabad,22:00,07:30,1 stop via New Delhi,"₹ 6,017"
1393,9,IndiGo,29/01/2022,Bengaluru,Ahmedabad,02:45,05:00,Non stop,"₹ 6,018"
1394,10,Go First,29/01/2022,Bengaluru,Ahmedabad,05:40,07:50,Non stop,"₹ 6,018"
1395,11,IndiGo,29/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1396,12,IndiGo,29/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1397,13,Go First,29/01/2022,Bengaluru,Ahmedabad,18:50,20:55,Non stop,"₹ 6,018"
1398,14,IndiGo,29/01/2022,Bengaluru,Ahmedabad,13:05,18:05,1 stop via Hyderabad,"₹ 6,018"
1399,15,IndiGo,29/01/2022,Bengaluru,Ahmedabad,09:20,18:05,1 stop via Hyderabad,"₹ 6,018"
1400,16,IndiGo,29/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 6,018"
1401,17,IndiGo,29/01/2022,Bengaluru,Ahmedabad,08:05,18:30,1 stop via Mumbai,"₹ 6,018"
1402,18,IndiGo,29/01/2022,Bengaluru,Ahmedabad,14:50,20:20,1 stop via Chennai,"₹ 6,018"
1403,19,IndiGo,29/01/2022,Bengaluru,Ahmedabad,09:20,20:20,1 stop via Chennai,"₹ 6,018"
1404,20,IndiGo,29/01/2022,Bengaluru,Ahmedabad,16:20,22:15,1 stop via Hyderabad,"₹ 6,018"
1405,21,IndiGo,29/01/2022,Bengaluru,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 6,018"
1406,22,IndiGo,29/01/2022,Bengaluru,Ahmedabad,17:15,23:50,1 stop via Pune,"₹ 6,018"
1407,23,Air India,29/01/2022,Bengaluru,Ahmedabad,13:20,18:50,1 stop via New Delhi,"₹ 9,277"
1408,24,Vistara,29/01/2022,Bengaluru,Ahmedabad,11:30,20:05,1 stop via New Delhi,"₹ 10,491"
1409,0,Go First,30/01/2022,Bengaluru,Ahmedabad,05:30,18:20,1 stop via New Delhi,"₹ 6,017"
1410,1,Go First,30/01/2022,Bengaluru,Ahmedabad,05:30,18:20,1 stop via New Delhi,"₹ 6,017"
1411,2,Go First,30/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
1412,3,Go First,30/01/2022,Bengaluru,Ahmedabad,06:30,19:25,1 stop via Mumbai,"₹ 6,017"
1413,4,Go First,30/01/2022,Bengaluru,Ahmedabad,05:30,19:30,1 stop via Kolkata,"₹ 6,017"
1414,5,Go First,30/01/2022,Bengaluru,Ahmedabad,15:45,22:40,1 stop via Goa,"₹ 6,017"
1415,6,Go First,30/01/2022,Bengaluru,Ahmedabad,16:45,00:05,1 stop via Mumbai,"₹ 6,017"
1416,7,Go First,30/01/2022,Bengaluru,Ahmedabad,22:00,02:25,1 stop via Pune,"₹ 6,017"
1417,8,Go First,30/01/2022,Bengaluru,Ahmedabad,17:20,02:25,1 stop via Pune,"₹ 6,017"
1418,9,Go First,30/01/2022,Bengaluru,Ahmedabad,11:50,02:25,1 stop via Pune,"₹ 6,017"
1419,10,Go First,30/01/2022,Bengaluru,Ahmedabad,22:00,07:30,1 stop via New Delhi,"₹ 6,017"
1420,11,IndiGo,30/01/2022,Bengaluru,Ahmedabad,02:45,05:00,Non stop,"₹ 6,018"
1421,12,Go First,30/01/2022,Bengaluru,Ahmedabad,05:40,07:50,Non stop,"₹ 6,018"
1422,13,IndiGo,30/01/2022,Bengaluru,Ahmedabad,06:10,08:20,Non stop,"₹ 6,018"
1423,14,Go First,30/01/2022,Bengaluru,Ahmedabad,15:30,17:40,Non stop,"₹ 6,018"
1424,15,IndiGo,30/01/2022,Bengaluru,Ahmedabad,16:45,19:05,Non stop,"₹ 6,018"
1425,16,IndiGo,30/01/2022,Bengaluru,Ahmedabad,18:35,20:45,Non stop,"₹ 6,018"
1426,17,Go First,30/01/2022,Bengaluru,Ahmedabad,19:00,20:55,Non stop,"₹ 6,018"
1427,18,IndiGo,30/01/2022,Bengaluru,Ahmedabad,20:55,23:10,Non stop,"₹ 6,018"
1428,19,IndiGo,30/01/2022,Bengaluru,Ahmedabad,06:15,12:45,1 stop via Goa,"₹ 6,018"
1429,20,IndiGo,30/01/2022,Bengaluru,Ahmedabad,06:15,12:45,1 stop via Goa,"₹ 6,018"
1430,21,IndiGo,30/01/2022,Bengaluru,Ahmedabad,06:20,13:30,1 stop via Lucknow,"₹ 6,018"
1431,22,IndiGo,30/01/2022,Bengaluru,Ahmedabad,13:05,18:05,1 stop via Hyderabad,"₹ 6,018"
1432,23,IndiGo,30/01/2022,Bengaluru,Ahmedabad,12:40,18:30,1 stop via Mumbai,"₹ 6,018"
1433,24,IndiGo,30/01/2022,Bengaluru,Ahmedabad,10:50,18:40,1 stop via Lucknow,"₹ 6,018"
1434,25,IndiGo,30/01/2022,Bengaluru,Ahmedabad,14:50,20:20,1 stop via Chennai,"₹ 6,018"
1435,26,Spicejet,30/01/2022,Bengaluru,Ahmedabad,06:20,21:55,1 stop via Udaipur,"₹ 6,018"
1436,27,IndiGo,30/01/2022,Bengaluru,Ahmedabad,16:20,22:15,1 stop via Hyderabad,"₹ 6,018"
1437,28,IndiGo,30/01/2022,Bengaluru,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 6,018"
1438,29,IndiGo,30/01/2022,Bengaluru,Ahmedabad,17:15,23:50,1 stop via Pune,"₹ 6,018"
1439,30,IndiGo,30/01/2022,Bengaluru,Ahmedabad,19:50,01:00,1 stop via Goa,"₹ 6,018"
1440,31,IndiGo,30/01/2022,Bengaluru,Ahmedabad,17:10,01:00,1 stop via Goa,"₹ 6,018"
1441,32,Air India,30/01/2022,Bengaluru,Ahmedabad,13:20,18:50,1 stop via New Delhi,"₹ 9,277"
1442,33,Vistara,30/01/2022,Bengaluru,Ahmedabad,11:30,20:05,1 stop via New Delhi,"₹ 10,491"
1443,0,Go First,31/01/2022,Bengaluru,Ahmedabad,07:20,18:20,1 stop via New Delhi,"₹ 6,017"
1444,1,Go First,31/01/2022,Bengaluru,Ahmedabad,10:50,19:25,1 stop via Mumbai,"₹ 6,017"
